9.9994526118972, 0.097881422612812, 0
4.1961183593157, 6.92189406495, 3.1358069070025
1.2825145195963, 0.78044963500163, 0.5598759453218
7.2938263461464, 7.3784203657652, 6.9077369074751
0, 0, 0
0, 0, 0
5.9312803075158, 5.7421841501215, 3.4009552424608
7.434801636718, 7.7350327268909, 7.0973589370034
1.347607944623, 0.28756932311035, 0.61810653782523
0.76779742531436, 2.0136330796502, 1.1408350633085
0, 0, 0
0, 0, 0
4.3233182579196, 3.8811167853696, 3.2490078744537
0.94641413886626, 0, 0
6.0740380344101, 5.4568517243592, 5.2256797201467
7.9886329810778, 7.4900139651187, 6.6050783157564
3.5526187797418, 5.8154398030319, 4.6180563290446
6.5934284438994, 6.859721312411, 6.5789541734442
1.306679981789, 0.16446835556767, 0.37769648457943
7.2468539672235, 7.1886558107997, 6.775583473142
0, 0, 0
0, 0, 0
0.098977110764055, 0, 0.5264351463921
3.3219994554176, 4.4884013531073, 2.9006297600206
4.7319010022718, 6.1303782566141, 5.9872995106437
6.0545941552859, 6.4289149776285, 6.2849457648685
0, 0, 0
0, 0, 0
4.9802526351228, 5.162261540133, 5.259348609355
2.9990778540963, 1.8152030592459, 4.1583738385612
5.8036812414204, 5.2447229300062, 5.4035391792919
7.8406393265361, 7.431332850563, 6.9384029585793
1.2906431307161, 0.69190690514151, 0.96842505201354
0.57272014641041, 1.7947686926466, 0
4.7506428697947, 5.5960072523346, 2.82564733217
5.587154173081, 6.0987763655371, 3.880588735208
0.42483220530419, 0, 0
0, 0, 0
6.0895306384014, 6.4792482534434, 3.6549505541957
6.5094950712793, 6.922014055295, 4.6437188325822
0, 0.034472340716902, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
2.4865304371301, 1.9795896993009, 0.61756861570009
6.2869565650806, 7.1991062222781, 4.2853855386154
6.1745823515302, 5.9858881165511, 5.277958001021
6.2151851109937, 6.7495233058334, 5.9496199990783
5.7654537026503, 6.1753053888117, 2.3982330501281
6.1674717622834, 5.96290257327, 5.9262965166384
0, 0, 0
0, 0, 0
0.017236934091226, 0.042658055767563, 0.80474107279116
5.1956024520655, 7.0418157770119, 5.6053356982043
5.5210523991501, 5.9019930169406, 5.4282166409424
5.2893976700491, 6.6621500279329, 5.1042213079976
0, 0, 0
1.3047698824071, 1.3149816383613, 1.1834674696028
4.9914208635551, 5.2438746168084, 5.1723535356086
3.9432113742416, 5.1021122543437, 4.8771157495542
5.5657955539158, 5.3638290511469, 5.3680908243709
7.9290856528965, 7.1595905246961, 6.6325734338684
0.41912665648073, 0.58498911294714, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0.029715167839955
0, 0, 0
1.3737453772275, 1.6170628977112, 0.62987927917747
0, 0.3409540447811, 0
0.65148715944706, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1.9055008541792, 0.45407597602331, 0.22834439579274
0, 0, 0
4.7922423223986, 4.9338856274312, 3.5621449899427
4.9351550970771, 5.1830794758039, 1.0095211469911
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0.55917548354938, 0.29324732527342, 0
0, 0, 0
3.2776942388336, 2.6163286809758, 2.6094838799223
1.3338186138116, 0.70304384160961, 0.057477479568685
3.4661540733288, 3.1967407617134, 3.6350181162928
0.04120368347846, 0.59587508357293, 0.20768737419263
4.1814012350538, 4.1438480481357, 4.2638534196286
0, 0, 0.47209457799211
1.836273173453, 0.60076153953845, 0.81637011130466
0, 0, 0
5.1947758228187, 5.0152376965229, 4.097429734851
2.4482017660353, 4.4570641483647, 2.2986965292927
0.00625, 0, 0
0, 0, 0
0, 0, 0
